,premise,choice1,choice2,label,question
7518,put items in cart while shopping.,cashier gives you total.,take out the shopping list from the car.,0,effect
7519,take things off shelf.,"when all items are scanned, the cashier will give you a total.",take out the shopping list from the car.,0,effect
7520,take out money from the wallet.,take out the shopping list from the car.,put items in cart while shopping.,1,cause
7521,get wallet and take money out of it.,take out the shopping list from the car.,find products and put products in your cart.,1,cause
7522,take the money out of wallet for paying the bill.,take out the shopping list from the car.,put food in cart from grocery rack.,1,cause
7523,take the money out of wallet for paying the bill.,take out the shopping list from the car.,find groceries.put them in the cart.,1,cause
7524,take out money from the wallet.,take out the shopping list from the car.,pick up what is needed from the shelves.place in the trolley properly.,1,cause
7525,take things off shelf.,take out money from the wallet.,take out the shopping list from the car.,0,effect
7526,"go to shelf and get the boxed, bagged, jarred food items.",take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7527,put items i need in cart.,take out money from the wallet.,take out the shopping list from the car.,0,effect
7528,gather items from grocery rack.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7529,fill the shopping cart with grocery items.,take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7530,pay the cashier for your items.,take out the shopping list from the car.,pick up what is needed from the shelves.place in the trolley properly.,1,cause
7531,pay for groceries.,take out the shopping list from the car.,select grocery items from shelf.,1,cause
7532,pay for them at the register.,take out the shopping list from the car.,fill the shopping cart with grocery items.,1,cause
7533,"once all items are bagged, pay the cashier.",take out the shopping list from the car.,take the things you want to buy.put them on to the trolley.,1,cause
7534,pay and check out.,take out the shopping list from the car.,find groceries.,1,cause
7535,put items i need in cart.,pay the cashier.,take out the shopping list from the car.,0,effect
7536,look for the food you want.put food in cart.,pay for items.,take out the shopping list from the car.,0,effect
7537,go through store picking items.,pay for your groceries.,take out the shopping list from the car.,0,effect
7538,gather items from grocery rack.,pay for your groceries.,take out the shopping list from the car.,0,effect
7539,take things off shelf.,pay cashier.,take out the shopping list from the car.,0,effect
7540,put groceries in a bag.,take out the shopping list from the car.,put food in cart from grocery rack.,1,cause
7541,pack the things in your bag and prepare to leave the mall.,take out the shopping list from the car.,go through store picking items.,1,cause
7542,pack items.,take out the shopping list from the car.,find the required items.,1,cause
7543,pack the purchased items.,take out the shopping list from the car.,get things from grocery shelf.,1,cause
7544,get neatly packed and take it to home.,take out the shopping list from the car.,pick up refridgerated and frozen items last.,1,cause
7545,go through store picking items.,bagger bags groceries.,take out the shopping list from the car.,0,effect
7546,find things required to buy.put them in cart.,bag the groceries.,take out the shopping list from the car.,0,effect
7547,find products and put products in your cart.,bag food.,take out the shopping list from the car.,0,effect
7548,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,"if necessary, bag your items.",take out the shopping list from the car.,0,effect
7549,find the items on grocery shelf.put them in your cart.,"if necessary, bag your items.",take out the shopping list from the car.,0,effect
7550,get receipt.,take out the shopping list from the car.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",1,cause
7551,get receipt.,take out the shopping list from the car.,"go to shelf and get the boxed, bagged, jarred food items.",1,cause
7552,get the bill for groceries.,take out the shopping list from the car.,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",1,cause
7553,get receipt.,take out the shopping list from the car.,look for the food you want.put food in cart.,1,cause
7554,get receipt.,take out the shopping list from the car.,find things required to buy.put them in cart.,1,cause
7555,put them in the cart.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7556,find groceries.put them in the cart.,get the bill.,take out the shopping list from the car.,0,effect
7557,find the required items.,get the bill.,take out the shopping list from the car.,0,effect
7559,find products and put products in your cart.,get receipt.,take out the shopping list from the car.,0,effect
7560,present any coupons you may have for items purchased.,take out the shopping list from the car.,take your items to the checkout counter.,1,cause
7561,present any coupons you may have for items purchased.,take out the shopping list from the car.,go to cashier.,1,cause
7562,present any coupons you may have for items purchased.,take out the shopping list from the car.,get to the counter.,1,cause
7563,present any coupons you may have for items purchased.,take out the shopping list from the car.,take your purchase to the front.,1,cause
7565,take your items to the checkout counter.,present any coupons you may have for items purchased.,take out the shopping list from the car.,0,effect
7566,take cart to checkout line.,present any coupons you may have for items purchased.,take out the shopping list from the car.,0,effect
7567,go to check out.,present any coupons you may have for items purchased.,take out the shopping list from the car.,0,effect
7568,go up to check out line.,present any coupons you may have for items purchased.,take out the shopping list from the car.,0,effect
7569,take cart to cash register.,present any coupons you may have for items purchased.,take out the shopping list from the car.,0,effect
7570,put items on belt.,take out the shopping list from the car.,get in checkout line.,1,cause
7571,remove items from cart.,take out the shopping list from the car.,proceed to checkout.,1,cause
7572,remove items from cart.,take out the shopping list from the car.,head for the counter.,1,cause
7573,put items on counter.,take out the shopping list from the car.,go to check out line.,1,cause
7574,place groceries items on conveyor belt.,take out the shopping list from the car.,go to check out.,1,cause
7575,go to the front of the store to check out.,put items on conveyor belt.,take out the shopping list from the car.,0,effect
7576,bring items to cashier at front of store.,place items on conveyer belt.,take out the shopping list from the car.,0,effect
7577,go to cash register.,place items on conveyer belt.,take out the shopping list from the car.,0,effect
7578,go to cash register.,place groceries items on conveyor belt.,take out the shopping list from the car.,0,effect
7579,go to checkout lane.,have cashier check you out.,take out the shopping list from the car.,0,effect
7580,wait for cashier to finish ringing you up.,take out the shopping list from the car.,go to checkout line.,1,cause
7581,scan all my items while somebody bags them.,take out the shopping list from the car.,go to checkout line.,1,cause
7582,wait for them to be scanned.,take out the shopping list from the car.,bring cart to cashier.,1,cause
7583,wait for cashier to finish ringing you up.,take out the shopping list from the car.,take cart to checkout.,1,cause
7584,wait for them to be scanned.,take out the shopping list from the car.,navigate to checkout.,1,cause
7585,get to the counter.,wait for them to be scanned.,take out the shopping list from the car.,0,effect
7586,proceed to checkout.,cashier rings up items.,take out the shopping list from the car.,0,effect
7587,bring items to checkout.,wait for them to be scanned.,take out the shopping list from the car.,0,effect
7588,bring items to checkout.,cashier rings up items.,take out the shopping list from the car.,0,effect
7589,take cart to checkout.,watch prices as the checker scans.,take out the shopping list from the car.,0,effect
7590,cashier gives you total.,take out the shopping list from the car.,"after finding everything you need, go to cashier.",1,cause
7591,cashier gives total.,take out the shopping list from the car.,go to check out.,1,cause
7592,cashier gives total.,take out the shopping list from the car.,go to checkout lane.,1,cause
7593,cashier gives total.,take out the shopping list from the car.,take the full cart to the checkout lane.,1,cause
7595,bring items to cashier at front of store.,take out the shopping list from the car.,wait to know the total amount to be paid.,1,effect
7596,take your items to the checkout counter.,take out the shopping list from the car.,cashier gives you total.,1,effect
7597,get to the counter.,take out the shopping list from the car.,cashier gives total amount to be paid.,1,effect
7598,"when you are finished picking out what you want to purchase, go to the check out line.",take out the shopping list from the car.,cashier gives total amount to be paid.,1,effect
7599,take cart to cash register.,take out the shopping list from the car.,wait to know the total amount to be paid.,1,effect
7600,take the money out of wallet for paying the bill.,take out the shopping list from the car.,go to the front of the store to check out.,1,cause
7601,get wallet and take money out of it.,take out the shopping list from the car.,go to checkout counter.,1,cause
7602,take out money from the wallet.,take out the shopping list from the car.,go to check out line in front of store.,1,cause
7603,take out money from the wallet.,take out the shopping list from the car.,go to check out line.,1,cause
7604,take the money out of wallet for paying the bill.,take out the shopping list from the car.,go to checkout.,1,cause
7605,proceed to checkout.,take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7606,proceed to checkout.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7607,go to checkout.,take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7608,go up to the cashier.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7609,get in checkout line.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7610,pay the total amount.,take out the shopping list from the car.,bring cart to register.,1,cause
7611,pay the cashier.,take out the shopping list from the car.,go to the teller with the items.,1,cause
7612,pay the cashier.,take out the shopping list from the car.,"when you are finished picking out what you want to purchase, go to the check out line.",1,cause
7613,pay for items.,take out the shopping list from the car.,bring cart to register.,1,cause
7614,pay for the shopping.,take out the shopping list from the car.,take cart to cash register.,1,cause
7615,proceed to checkout.,pay the total amount.,take out the shopping list from the car.,0,effect
7616,go to checkout counter.,pay for the grocery.,take out the shopping list from the car.,0,effect
7617,go to checkout counter.,pay for items purchased.,take out the shopping list from the car.,0,effect
7618,go to check out.,pay for items.,take out the shopping list from the car.,0,effect
7619,go up to the cashier.,pay for the groceries.,take out the shopping list from the car.,0,effect
7620,get the bill.,take out the shopping list from the car.,get to the counter.,1,cause
7621,get the bill for groceries.,take out the shopping list from the car.,go to check out line.,1,cause
7622,get receipt.,take out the shopping list from the car.,"when you have completed getting items on your list, head toward the checkout lanes.",1,cause
7623,get the bill.,take out the shopping list from the car.,go to checkout counter.,1,cause
7624,get receipt.,take out the shopping list from the car.,go to check out.,1,cause
7625,proceed to checkout.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7626,go to cashier.,get the bill.,take out the shopping list from the car.,0,effect
7627,head for the counter.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7628,take your purchase to the front.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7629,go to cashier.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7630,"when all items are scanned, the cashier will give you a total.",take out the shopping list from the car.,wait for them to be scanned.,1,cause
7631,cashier gives you total amount to be paid.,take out the shopping list from the car.,wait for them to be scanned.,1,cause
7632,cashier gives you total.,take out the shopping list from the car.,wait for the cashier to ring the order up.,1,cause
7633,"when all items are scanned, the cashier will give you a total.",take out the shopping list from the car.,scan all my items while somebody bags them.,1,cause
7634,cashier gives you total amount to be paid.,take out the shopping list from the car.,check out food.,1,cause
7635,check out food.,cashier gives you total amount to be paid.,take out the shopping list from the car.,0,effect
7636,let the cashier ring up your items.,cashier gives total amount to be paid.,take out the shopping list from the car.,0,effect
7637,bill it in the counter.,cashier gives total amount to be paid.,take out the shopping list from the car.,0,effect
7638,wait for cashier to finish ringing you up.,cashier gives total.,take out the shopping list from the car.,0,effect
7640,get wallet and take money out of it.,take out the shopping list from the car.,let the cashier ring up your items.,1,cause
7641,take the money out of wallet for paying the bill.,take out the shopping list from the car.,bill it in the counter.,1,cause
7642,take out money from the wallet.,take out the shopping list from the car.,wait for them to be scanned.,1,cause
7643,take out money from the wallet.,take out the shopping list from the car.,wait for cashier to finish ringing you up.,1,cause
7644,get wallet and take money out of it.,take out the shopping list from the car.,wait for cashier to finish ringing you up.,1,cause
7645,check out the things.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7646,cashier rings up items.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7647,wait for cashier to finish ringing you up.,take out money from the wallet.,take out the shopping list from the car.,0,effect
7648,wait for them to be scanned.,take out money from the wallet.,take out the shopping list from the car.,0,effect
7649,check out food.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7650,pay for your items.,take out the shopping list from the car.,bill it in the counter.,1,cause
7651,pay for your items.,take out the shopping list from the car.,check out food.,1,cause
7652,pay the cashier.,take out the shopping list from the car.,cashier rings up items.,1,cause
7653,pay for grocery.,take out the shopping list from the car.,let the cashier ring up your items.,1,cause
7654,pay the cashier.,take out the shopping list from the car.,watch prices as the checker scans.,1,cause
7655,wait for them to be scanned.,pay for grocery.,take out the shopping list from the car.,0,effect
7656,check out food.,pay by credit card.,take out the shopping list from the car.,0,effect
7657,let the cashier ring up your items.,pay for items.,take out the shopping list from the car.,0,effect
7658,watch prices as the checker scans.,pay and check out.,take out the shopping list from the car.,0,effect
7659,wait for them to be scanned.,pay for them at the register.,take out the shopping list from the car.,0,effect
7660,get the bill for groceries.,take out the shopping list from the car.,let the cashier ring up your items.,1,cause
7661,get the bill for groceries.,take out the shopping list from the car.,scan all my items while somebody bags them.,1,cause
7662,get receipt.,take out the shopping list from the car.,scan all my items while somebody bags them.,1,cause
7664,get receipt.,take out the shopping list from the car.,watch prices as the checker scans.,1,cause
7665,let the cashier ring up your items.,get receipt.,take out the shopping list from the car.,0,effect
7666,watch prices as the checker scans.,get receipt.,take out the shopping list from the car.,0,effect
7667,take groceries one by one for billing.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7668,bill it in the counter.,get receipt.,take out the shopping list from the car.,0,effect
7669,let the cashier ring up your items.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7670,take out money from the wallet.,take out the shopping list from the car.,wait to know the total amount to be paid.,1,cause
7671,take the money out of wallet for paying the bill.,take out the shopping list from the car.,cashier gives you total amount to be paid.,1,cause
7672,take the money out of wallet for paying the bill.,take out the shopping list from the car.,wait to know the total amount to be paid.,1,cause
7673,take the money out of wallet for paying the bill.,take out the shopping list from the car.,cashier gives total.,1,cause
7674,get wallet and take money out of it.,take out the shopping list from the car.,wait to know the total amount to be paid.,1,cause
7675,cashier gives total amount to be paid.,take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7676,cashier gives you total amount to be paid.,take out money from the wallet.,take out the shopping list from the car.,0,effect
7677,wait to know the total amount to be paid.,get wallet and take money out of it.,take out the shopping list from the car.,0,effect
7678,cashier gives you total.,take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7679,wait to know the total amount to be paid.,take the money out of wallet for paying the bill.,take out the shopping list from the car.,0,effect
7680,pay the total amount.,take out the shopping list from the car.,cashier gives total amount to be paid.,1,cause
7681,pay for groceries.,take out the shopping list from the car.,cashier gives you total.,1,cause
7682,pay for the grocery.,take out the shopping list from the car.,cashier gives total.,1,cause
7683,pay for grocery.,take out the shopping list from the car.,wait to know the total amount to be paid.,1,cause
7684,pay the cashier.,take out the shopping list from the car.,cashier gives total amount to be paid.,1,cause
7685,cashier gives you total.,pay for it .,take out the shopping list from the car.,0,effect
7686,cashier gives you total amount to be paid.,pay for your items.,take out the shopping list from the car.,0,effect
7687,cashier gives total.,pay for the shopping.,take out the shopping list from the car.,0,effect
7689,cashier gives you total amount to be paid.,pay for them at the register.,take out the shopping list from the car.,0,effect
7690,get the bill.,take out the shopping list from the car.,"when all items are scanned, the cashier will give you a total.",1,cause
7691,get receipt.,take out the shopping list from the car.,"when all items are scanned, the cashier will give you a total.",1,cause
7692,get the bill for groceries.,take out the shopping list from the car.,cashier gives total.,1,cause
7694,get receipt.,take out the shopping list from the car.,cashier gives total.,1,cause
7695,cashier gives you total amount to be paid.,get receipt.,take out the shopping list from the car.,0,effect
7696,cashier gives you total.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7697,cashier gives you total amount to be paid.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7698,"when all items are scanned, the cashier will give you a total.",get receipt.,take out the shopping list from the car.,0,effect
7699,cashier gives you total.,get receipt.,take out the shopping list from the car.,0,effect
7700,pay for the shopping.,take out the shopping list from the car.,take out money from the wallet.,1,cause
7701,pay for groceries.,take out the shopping list from the car.,take the money out of wallet for paying the bill.,1,cause
7702,pay for items.,take out the shopping list from the car.,take the money out of wallet for paying the bill.,1,cause
7703,pay the cashier.,take out the shopping list from the car.,take out money from the wallet.,1,cause
7704,pay for your groceries.,take out the shopping list from the car.,take the money out of wallet for paying the bill.,1,cause
7705,get wallet and take money out of it.,pay by credit card.,take out the shopping list from the car.,0,effect
7706,take out money from the wallet.,pay for food.,take out the shopping list from the car.,0,effect
7707,get wallet and take money out of it.,pay for groceries.,take out the shopping list from the car.,0,effect
7708,take out money from the wallet.,pay the cashier.,take out the shopping list from the car.,0,effect
7709,get wallet and take money out of it.,pay for items at check out.,take out the shopping list from the car.,0,effect
7710,get the bill.,take out the shopping list from the car.,take out money from the wallet.,1,cause
7711,get receipt.,take out the shopping list from the car.,take out money from the wallet.,1,cause
7712,get the bill.,take out the shopping list from the car.,take the money out of wallet for paying the bill.,1,cause
7715,take the money out of wallet for paying the bill.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7716,take out money from the wallet.,get receipt.,take out the shopping list from the car.,0,effect
7717,get wallet and take money out of it.,get the bill for groceries.,take out the shopping list from the car.,0,effect
7719,take out money from the wallet.,get the bill.,take out the shopping list from the car.,0,effect
7720,get the bill for groceries.,take out the shopping list from the car.,pay for your items.,1,cause
7721,get receipt.,take out the shopping list from the car.,pay cashier.,1,cause
7722,get receipt.,take out the shopping list from the car.,pay for items.,1,cause
7723,get receipt.,take out the shopping list from the car.,pay for your items.,1,cause
7724,get receipt.,take out the shopping list from the car.,pay and check out.,1,cause
7725,pay total.,take out the shopping list from the car.,get the bill for groceries.,1,effect
7726,pay for groceries.,take out the shopping list from the car.,get the bill.,1,effect
7727,pay for your groceries.,take out the shopping list from the car.,get the bill for groceries.,1,effect
7728,pay for groceries.,take out the shopping list from the car.,get the bill for groceries.,1,effect
7729,pay for groceries.,take out the shopping list from the car.,get receipt.,1,effect
7730,bagger places in cart.,enter the grocery store and grab a shopping cart.,get a basket if needed.,1,cause
7731,put bags in cart.,enter the store.,get a shopping cart if needed.,1,cause
7732,place bags of groceries into cart.,go in store.,grab a shopping cart.,1,cause
7733,put bags in cart.,go into grocery store.,grab a shopping cart.,1,cause
7734,put bags in cart.,go inside.,get grocery cart.,1,cause
7735,get cart.,walk in to the store.,put bags in cart.,1,effect
7736,get a cart.,enter store.,put the bagged items in the cart.,1,effect
7737,grab a cart.,enter store.,put the bagged items in the cart.,1,effect
7738,get a cart.,enter store.,place bags of groceries into cart.,1,effect
7739,get grocery cart.,enter super market.,"as the cashier bags items, place them back into your cart.",1,effect
7740,return cart to store.,go inside and pick up items.,grab a shopping cart.,1,cause
7741,place cart into cart corral.,enter grocery store.,get a shopping cart.,1,cause
7742,return cart to store.,enter store.,in your favorite store take a trolley if more things to be purchased or a bag for small.,1,cause
7743,return cart to store.,enter super market.,grab shopping cart.,1,cause
7744,place cart into cart corral.,enter the grocery store and grab a shopping cart.,get a shopping cart.,1,cause
7745,get a shopping cart from the front store.,place cart into cart corral.,enter grocery store.,0,effect
7746,get a shopping cart if required.,return cart to store.,enter grocery store.,0,effect
7747,get a cart.,place cart into cart corral.,go into grocery store.,0,effect
7748,grab a cart.,place cart into cart corral.,go inside and pick up items.,0,effect
7749,grab cart.,place cart into cart corral.,enter store.,0,effect
7750,check whether the list is complete(all things on list are purchased).,enter store.,pick groceries from shelf and ddd them to cart.,1,cause
7751,cross them off your list(check if all items on list are purchased).,enter store.,get items from grocery shelf.put in cart.,1,cause
7752,cross check the purchased items with your list.,go in store.,put food in cart from grocery rack.,1,cause
7753,cross check the purchased items with your list.,go inside and pick up items.,find the required items.,1,cause
7754,cross them off your list(check if all items on list are purchased).,go into grocery store.,gather items from shelves.,1,cause
7755,get things from grocery shelf.,check your list at each aisle to ensure you haven't missed anything.,go into grocery store.,0,effect
7756,"first pick up the bottle things so that it goes in bottom of the trolley.then shop for the packet items.now time for oil, milk items so that it won't get crushed by other heavy things.",cross check the purchased items with your list.,enter the grocery store and grab a shopping cart.,0,effect
7757,"select the items from shelf, trying to stay on the perimeter of the store.",cross them off your list(check if all items on list are purchased).,enter store.,0,effect
7758,find items that you need.,cross them off your list(check if all items on list are purchased).,go in store.,0,effect
7759,get what you need from the aisles.,cross check the purchased items with your list.,enter super market.,0,effect
7760,take cart to checkout line.,enter store.,find items that you need.,1,cause
7761,go to check out.,enter store.,gather items from shelves.,1,cause
7762,go to the front of the store to check out.,go into store and locate items to buy.,find the items you want to purchase from grocery rack.,1,cause
7763,go to the check out area.,go into grocery store.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",1,cause
7764,bring cart to cashier.,enter the store.,find the items on grocery shelf.put them in your cart.,1,cause
7765,gather items from grocery rack.,go to check out line in front of store.,enter super market.,0,effect
7766,gather items from grocery rack.,get to the counter.,enter store.,0,effect
7767,put items in cart while shopping.,go to the checkout and pay.,enter store.,0,effect
7768,put items i need in cart.,walk to check out line.,go in store.,0,effect
7769,take the things you want to buy.put them on to the trolley.,go to the teller with the items.,go inside.,0,effect
7770,present any coupons you may have for items purchased.,go into grocery store.,pick up refridgerated and frozen items last.,1,cause
7771,present any coupons you may have for items purchased.,enter store.,find items on grocery shelf.place items into basket.,1,cause
7772,present any coupons you may have for items purchased.,enter store.,put food in cart from grocery rack.,1,cause
7773,present any coupons you may have for items purchased.,enter the store.,find the food you need and put in cart.,1,cause
7774,present any coupons you may have for items purchased.,go inside and pick up items.,find groceries.,1,cause
7775,put items i need in cart.,present any coupons you may have for items purchased.,enter super market.,0,effect
7776,walk aisles with cart and fill with items.,present any coupons you may have for items purchased.,walk in to the store.,0,effect
7777,find items you want to buy.place items in grocery cart.,present any coupons you may have for items purchased.,walk in to the store.,0,effect
7778,go through store picking items.,present any coupons you may have for items purchased.,go into grocery store.,0,effect
7779,"first pick up the bottle things so that it goes in bottom of the trolley.then shop for the packet items.now time for oil, milk items so that it won't get crushed by other heavy things.",present any coupons you may have for items purchased.,enter the store.,0,effect
7780,place items on conveyer belt.,enter super market.,put items i need in cart.,1,cause
7781,load items from the cart onto the checkout lane's belt.,enter the grocery store and grab a shopping cart.,find items that you need.,1,cause
7782,put items on counter.,enter store.,take the things you want to buy.put them on to the trolley.,1,cause
7783,put items on counter.,enter the store.,find the items you want to purchase from grocery rack.,1,cause
7784,place groceries items on conveyor belt.,walk in store.,find items that you need.,1,cause
7785,put items i need in cart.,put all of your groceries on the belt for the cashier to ring up and bag.,enter the store.,0,effect
7786,pick up refridgerated and frozen items last.,put items on belt.,enter super market.,0,effect
7787,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,put items on belt.,enter the grocery store and grab a shopping cart.,0,effect
7788,find groceries.,unload items onto conveyer belt.,enter grocery store.,0,effect
7789,put food in cart from grocery rack.,remove items from cart.,enter super market.,0,effect
7790,let the cashier ring up your items.,go into store and locate items to buy.,pick up what is needed from the shelves.place in the trolley properly.,1,cause
7791,cashier rings up items.,go into store and locate items to buy.,get items from grocery shelf.put in cart.,1,cause
7792,scan all my items while somebody bags them.,enter grocery store.,put food in cart from grocery rack.,1,cause
7793,scan all my items while somebody bags them.,walk into store.,find items on grocery rack.,1,cause
7794,take groceries one by one for billing.,enter grocery store.,get what you need from the aisles.,1,cause
7795,pick up everything and put into your cart.,wait for the cashier to ring the order up.,enter store.,0,effect
7796,select grocery items from shelf.,cashier rings up items.,enter store.,0,effect
7797,find the required items.,check out the things.,enter the shopping place and take a trolley.,0,effect
7798,"go to shelf and get the boxed, bagged, jarred food items.",take groceries one by one for billing.,walk in to the store.,0,effect
7799,walk aisles with cart and fill with items.,check out food.,enter the store.,0,effect
7800,cashier gives total amount to be paid.,go into store.,fill the shopping cart with grocery items.,1,cause
7801,cashier gives total.,go in store.,select grocery items from shelf.,1,cause
7802,cashier gives total amount to be paid.,go into store.,put food in cart from grocery rack.,1,cause
7803,"when all items are scanned, the cashier will give you a total.",go into store and locate items to buy.,gather items from grocery rack.,1,cause
7804,cashier gives you total amount to be paid.,enter the store.,take things off shelf.,1,cause
7805,"select the items from shelf, get them one by one.",go in store.,cashier gives you total amount to be paid.,1,effect
7806,pick up refridgerated and frozen items last.,go in store.,cashier gives you total amount to be paid.,1,effect
7807,go through store picking items.,enter store.,cashier gives you total.,1,effect
7808,find products and put products in your cart.,enter the shopping place and take a trolley.,cashier gives you total.,1,effect
7809,find items on gerocery rack.put items into cart.,go into store and locate items to buy.,cashier gives total.,1,effect
7810,get wallet and take money out of it.,go inside and pick up items.,find the required items.,1,cause
7811,take out money from the wallet.,enter store.,select grocery items from shelf.,1,cause
7812,take out money from the wallet.,go inside.,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",1,cause
7813,take the money out of wallet for paying the bill.,enter grocery store.,take things off shelf.,1,cause
7814,get wallet and take money out of it.,enter the store.,find groceries.put them in the cart.,1,cause
7815,gather items from shelves.,get wallet and take money out of it.,go into store and locate items to buy.,0,effect
7816,put items in cart while shopping.,take out money from the wallet.,walk in store.,0,effect
7817,pick groceries from shelf and ddd them to cart.,get wallet and take money out of it.,go inside.,0,effect
7818,get fruits and veggies.get meat.go through the rest of the store for getting remaining things.see a nice cake put it in cart.,take out money from the wallet.,enter store.,0,effect
7819,walk aisles with cart and fill with items.,take out money from the wallet.,walk in to the store.,0,effect
7820,pay total.,walk into store.,pick up everything and put into your cart.,1,cause
7821,pay the total amount.,go into store.,put food in cart from grocery rack.,1,cause
7822,pay for items with cash or credit.,enter grocery store.,put them in the cart.,1,cause
7823,pay for them at the register.,go into store and locate items to buy.,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",1,cause
7824,pay the cashier.,go into store and locate items to buy.,take things off shelf.,1,cause
7825,pick up everything and put into your cart.,pay for groceries.,go into grocery store.,0,effect
7826,put them in the cart.,pay for groceries.,walk into store.,0,effect
7827,find the required items.,pay for grocery.,enter super market.,0,effect
7828,find the items you want to purchase from grocery rack.,pay for items.,enter the store.,0,effect
7829,get things from grocery shelf.,pay for the grocery.,enter store.,0,effect
7830,bag the groceries.,walk in store.,find the items on grocery shelf.put them in your cart.,1,cause
7831,bag food.,enter store.,take things off shelf.,1,cause
7832,pack purchased grocery items.,enter grocery store.,pick groceries from shelf and ddd them to cart.,1,cause
7833,bag food.,enter grocery store.,take the things you want to buy.put them on to the trolley.,1,cause
7834,bagger places items into bags.,enter the grocery store and grab a shopping cart.,find the food you need and put in cart.,1,cause
7835,walk aisles with cart and fill with items.,bagger places items into bags.,enter store.,0,effect
7836,put items i need in cart.,pack purchased grocery items.,enter super market.,0,effect
7837,gather items from shelves.,pack items.,enter grocery store.,0,effect
7838,"select the items from shelf, trying to stay on the perimeter of the store.",put groceries in a bag.,enter super market.,0,effect
7839,"get the boxed, bagged, jarred food items from rack.get the cold, frozen and produce.",pack the purchased items.,enter the store.,0,effect
7840,get receipt.,go into store.,"select the items from shelf, trying to stay on the perimeter of the store.",1,cause
7841,get receipt.,enter store.,put items in cart while shopping.,1,cause
7842,get the bill for groceries.,enter store.,go through store picking items.,1,cause
7843,get receipt.,enter the grocery store and grab a shopping cart.,take things off shelf.,1,cause
7844,get the bill for groceries.,enter the store.,find items on grocery shelf.place items into basket.,1,cause
7845,"get any non-expiring products first.next, go for items like fruit, vegetables, eggs, and bread.finally, get any dairy items.",get the bill for groceries.,walk in to the store.,0,effect
7846,gather items from shelves.,get the bill for groceries.,go into store.,0,effect
7847,get what you need from the aisles.,get the bill.,walk in store.,0,effect
7848,put food in cart from grocery rack.,get receipt.,enter grocery store.,0,effect
7849,get things from grocery shelf.,get receipt.,go into store.,0,effect
7850,present any coupons you may have for items purchased.,enter the shopping place and take a trolley.,go to check out line.,1,cause
7851,present any coupons you may have for items purchased.,go into store and locate items to buy.,take the full cart to the checkout lane.,1,cause
7852,present any coupons you may have for items purchased.,go inside.,head for the counter.,1,cause
7853,present any coupons you may have for items purchased.,enter grocery store.,go to checkout counter.,1,cause
7854,present any coupons you may have for items purchased.,walk in store.,go to check out line in front of store.,1,cause
7855,bring items to cashier at front of store.,go inside and pick up items.,present any coupons you may have for items purchased.,1,effect
7856,go to check out stand and pay for items.,enter grocery store.,present any coupons you may have for items purchased.,1,effect
7857,go up to check out line.,enter the grocery store and grab a shopping cart.,present any coupons you may have for items purchased.,1,effect
7858,take to check out.,go into store and locate items to buy.,present any coupons you may have for items purchased.,1,effect
7859,"when you have completed getting items on your list, head toward the checkout lanes.",enter store.,present any coupons you may have for items purchased.,1,effect
7860,put items on counter.,go inside.,go to check out line in front of store.,1,cause
7861,put items on belt.,go in store.,get in checkout line.,1,cause
7862,put items on belt.,enter grocery store.,bring items to cashier at front of store.,1,cause
7863,unload items onto conveyer belt.,go into store.,"after finding everything you need, go to cashier.",1,cause
7864,put groceries on conveyor belt.,walk in to the store.,take cart to checkout line.,1,cause
7865,go to the checkout and pay.,put all of your groceries on the belt for the cashier to ring up and bag.,enter store.,0,effect
7866,go up to the cashier.,put items on counter.,walk into store.,0,effect
